+------+-------------+----------+
| id   | exercise_id | phase_id |
| 1980 |         339 |        2 |
| 1981 |         339 |        3 |
| 1982 |         339 |        4 |
| 1983 |         339 |        5 |
| 1984 |         340 |        1 |
| 1985 |         340 |        2 |
| 1986 |         340 |        3 |
| 1987 |         340 |        4 |
| 1988 |         340 |        5 |
| 1989 |         341 |        1 |
| 1990 |         341 |        2 |
| 1991 |         341 |        3 |
| 1992 |         341 |        4 |
| 1993 |         341 |        5 |
| 1994 |         342 |        1 |
| 1995 |         342 |        2 |
| 1996 |         342 |        3 |
| 1997 |         342 |        4 |
| 1998 |         342 |        5 |
| 1999 |         343 |        1 |
| 2000 |         343 |        2 |
| 2001 |         343 |        3 |
| 2002 |         343 |        4 |
| 2003 |         343 |        5 |
| 2009 |         345 |        1 |
| 2010 |         345 |        2 |
| 2011 |         345 |        3 |
| 2012 |         345 |        4 |
| 2013 |         345 |        5 |
| 2014 |         346 |        1 |
| 2015 |         346 |        2 |
| 2016 |         346 |        3 |
| 2017 |         346 |        4 |
| 2018 |         346 |        5 |
| 2019 |         347 |        1 |
| 2020 |         347 |        2 |
| 2021 |         347 |        3 |
| 2022 |         347 |        4 |
| 2023 |         347 |        5 |
| 2028 |         348 |        5 |
| 2031 |         349 |        3 |
| 2032 |         349 |        4 |
| 2033 |         349 |        5 |
| 2034 |         350 |        1 |
| 2035 |         350 |        2 |
| 2036 |         350 |        3 |
| 2037 |         350 |        4 |
| 2038 |         350 |        5 |
| 2255 |         351 |        3 |
| 2040 |         351 |        2 |
| 2041 |         351 |        5 |
| 2086 |         271 |        2 |
| 2085 |         352 |        4 |
| 2044 |         352 |        5 |
| 2191 |          65 |        1 |
| 2190 |          68 |        1 |
| 2189 |          66 |        2 |
| 2305 |         373 |        1 |
| 2049 |         353 |        5 |
| 2054 |         354 |        5 |
| 2072 |         358 |        5 |
| 2080 |         360 |        1 |
| 2081 |         360 |        2 |
| 2094 |         131 |        4 |
| 2095 |         131 |        5 |
| 2097 |         124 |        2 |
| 2098 |         124 |        5 |
| 2099 |         125 |        1 |
| 2100 |         125 |        5 |
| 2101 |         126 |        4 |
| 2102 |         126 |        5 |
| 2224 |         126 |        1 |
| 2104 |         127 |        2 |
| 2244 |         289 |        3 |
| 2107 |         361 |        2 |
| 2108 |         361 |        3 |
| 2109 |         361 |        4 |
| 2110 |         361 |        5 |
| 2219 |         214 |        5 |
| 2218 |         214 |        4 |
| 2216 |         275 |        5 |
| 2215 |         275 |        4 |
| 2122 |          45 |        4 |
| 2137 |         364 |        2 |
| 2138 |         364 |        3 |
| 2139 |         364 |        4 |
| 2140 |         364 |        5 |
| 2160 |         368 |        5 |
| 2159 |         368 |        4 |
| 2158 |         368 |        3 |
| 2157 |         368 |        2 |
| 2315 |         375 |        2 |
| 2147 |         366 |        2 |
| 2148 |         366 |        3 |
| 2151 |         367 |        1 |
| 2152 |         367 |        2 |
| 2153 |         367 |        3 |
| 2221 |         138 |        5 |
| 2162 |         369 |        2 |
| 2163 |         369 |        3 |
| 2164 |         369 |        4 |
| 2165 |         369 |        5 |
| 2166 |         370 |        1 |
| 2167 |         370 |        2 |
| 2171 |         371 |        1 |
| 2172 |         371 |        2 |
| 2256 |         351 |        4 |
| 2177 |         372 |        2 |
| 2178 |         372 |        3 |
| 2179 |         372 |        4 |
| 2180 |         372 |        5 |
| 2353 |         384 |        2 |
| 2354 |         384 |        3 |
| 2355 |         385 |        2 |
| 2356 |         385 |        3 |
| 2357 |         385 |        4 |
| 2358 |         385 |        5 |
| 3315 |         706 |        2 |
| 3314 |         706 |        1 |
| 2361 |         387 |        1 |
| 2362 |         387 |        2 |
| 2363 |         387 |        3 |
| 2367 |         389 |        2 |
| 2368 |         389 |        3 |
| 2369 |         390 |        1 |
| 2370 |         390 |        2 |
| 2371 |         390 |        3 |
| 2372 |         391 |        2 |
| 2373 |         391 |        3 |
| 2374 |         392 |        1 |
| 2375 |         392 |        2 |
| 2376 |         392 |        3 |
| 2377 |         393 |        1 |
| 2378 |         393 |        2 |
| 2379 |         393 |        3 |
| 2380 |         394 |        1 |
| 2381 |         394 |        2 |
| 2382 |         394 |        3 |
| 2383 |         395 |        2 |
| 2384 |         395 |        3 |
| 2385 |         396 |        1 |
| 2386 |         396 |        2 |
| 2387 |         396 |        3 |
| 2388 |         397 |        1 |
| 2389 |         397 |        2 |
| 2390 |         397 |        3 |
| 2391 |         398 |        1 |
| 2392 |         398 |        2 |
| 2393 |         398 |        3 |
| 2394 |         399 |        2 |
| 2395 |         399 |        3 |
| 2396 |         400 |        2 |
| 2397 |         400 |        3 |
| 2400 |         402 |        1 |
| 2401 |         402 |        2 |
| 2402 |         402 |        3 |
| 2403 |         403 |        1 |
| 2404 |         403 |        2 |
| 2405 |         403 |        3 |
| 2406 |         142 |        1 |
| 2407 |         404 |        2 |
| 2408 |         404 |        3 |
| 2409 |         405 |        2 |
| 2410 |         405 |        3 |
| 2411 |         406 |        1 |
| 2412 |         406 |        2 |
| 2413 |         406 |        3 |
| 2414 |         407 |        5 |
| 2418 |         409 |        2 |
| 2419 |         409 |        3 |
| 2420 |         410 |        1 |
| 2421 |         410 |        2 |
| 2422 |         411 |        2 |
| 2423 |         411 |        3 |
| 2424 |         412 |        1 |
| 2425 |         412 |        2 |
| 2426 |         413 |        1 |
| 2427 |         413 |        2 |
| 2428 |         414 |        1 |
| 2429 |         414 |        2 |
| 2430 |         414 |        3 |
| 2431 |         415 |        1 |
| 2432 |         415 |        2 |
| 2433 |         415 |        3 |
| 2434 |         416 |        4 |
| 2435 |         416 |        5 |
| 2436 |         417 |        4 |
| 2437 |         417 |        5 |
| 2438 |         418 |        1 |
| 2439 |         418 |        2 |
| 2444 |         420 |        2 |
| 2445 |         420 |        3 |
| 2446 |         420 |        4 |
| 2447 |         420 |        5 |
| 2448 |         421 |        2 |
| 2449 |         421 |        3 |
| 2450 |         421 |        4 |
| 2451 |         421 |        5 |
| 2452 |         422 |        1 |
| 2453 |         422 |        2 |
| 2454 |         422 |        3 |
| 2455 |         423 |        1 |
| 2456 |         423 |        2 |
| 2457 |         423 |        3 |
| 2458 |         424 |        3 |
| 2459 |         425 |        2 |
| 2460 |         425 |        3 |
| 2461 |         425 |        4 |
| 2462 |         425 |        5 |
| 2463 |         426 |        2 |
| 2464 |         426 |        3 |
| 2465 |         426 |        4 |
| 2466 |         426 |        5 |
| 2467 |         427 |        2 |
| 2468 |         427 |        3 |
| 2469 |         427 |        4 |
| 2470 |         427 |        5 |
| 2471 |         428 |        2 |
| 2472 |         428 |        3 |
| 2473 |         428 |        4 |
| 2474 |         428 |        5 |
| 2475 |         429 |        2 |
| 2476 |         429 |        3 |
| 2477 |         429 |        4 |
| 2478 |         429 |        5 |
| 2479 |         430 |        2 |
| 2480 |         430 |        3 |
| 2481 |         430 |        4 |
| 2482 |         430 |        5 |
| 2483 |         431 |        2 |
| 2484 |         431 |        3 |
| 2485 |         431 |        4 |
| 2486 |         431 |        5 |
| 2487 |         432 |        2 |
| 2488 |         432 |        3 |
| 2489 |         432 |        4 |
| 2490 |         432 |        5 |
| 2491 |         433 |        2 |
| 2492 |         433 |        3 |
| 2493 |         433 |        4 |
| 2494 |         433 |        5 |
| 2495 |         434 |        2 |
| 2496 |         434 |        3 |
| 2497 |         434 |        4 |
| 2498 |         434 |        5 |
| 2499 |         435 |        1 |
| 2500 |         435 |        2 |
| 2501 |         435 |        3 |
| 2502 |         435 |        4 |
| 2503 |         435 |        5 |
| 2509 |         437 |        1 |
| 2510 |         437 |        2 |
| 2511 |         437 |        3 |
| 2512 |         437 |        4 |
| 2513 |         437 |        5 |
| 2514 |         438 |        1 |
| 2515 |         438 |        2 |
| 2516 |         438 |        3 |
| 2517 |         438 |        4 |
| 2518 |         438 |        5 |
| 2520 |         439 |        2 |
| 2521 |         439 |        3 |
| 2522 |         439 |        4 |
| 2523 |         439 |        5 |
| 2525 |         440 |        2 |
| 2526 |         440 |        3 |
| 2527 |         440 |        4 |
| 2528 |         440 |        5 |
| 2529 |         441 |        2 |
| 2530 |         441 |        3 |
| 2531 |         441 |        4 |
| 2532 |         441 |        5 |
| 2533 |         442 |        2 |
| 2534 |         442 |        3 |
| 2535 |         442 |        4 |
| 2536 |         442 |        5 |
| 2539 |         444 |        4 |
| 2540 |         444 |        5 |
| 2541 |         445 |        4 |
| 2542 |         445 |        5 |
| 2543 |         446 |        4 |
| 2544 |         446 |        5 |
| 2545 |         447 |        4 |
| 2546 |         447 |        5 |
| 2547 |         446 |        1 |
| 2548 |         445 |        1 |
| 2549 |         444 |        1 |
| 2550 |         447 |        1 |
| 2551 |         448 |        4 |
| 2552 |         448 |        5 |
| 2553 |         449 |        1 |
| 2554 |         449 |        2 |
| 2555 |         450 |        1 |
| 2556 |         450 |        2 |
| 2561 |         453 |        2 |
| 2562 |         453 |        3 |
| 2563 |         454 |        2 |
| 2564 |         454 |        3 |
| 2565 |         455 |        5 |
| 2567 |         457 |        5 |
| 2568 |         458 |        5 |
| 2569 |         459 |        5 |
| 2570 |         460 |        5 |
| 2571 |         461 |        5 |
| 2572 |         462 |        5 |
| 2573 |         463 |        5 |
| 2575 |         464 |        2 |
| 2576 |         464 |        3 |
| 2577 |         464 |        4 |
| 2578 |         464 |        5 |
| 2579 |         465 |        1 |
| 2580 |         465 |        2 |
| 2581 |         465 |        3 |
| 2582 |         465 |        4 |
| 2583 |         465 |        5 |
| 3232 |         680 |        5 |
| 3231 |         680 |        4 |
| 3230 |         680 |        3 |
| 3229 |         680 |        2 |
| 3228 |         680 |        1 |
| 2589 |         467 |        1 |
| 2590 |         467 |        2 |
| 2591 |         467 |        3 |
| 2592 |         467 |        4 |
| 2593 |         467 |        5 |
| 2594 |         468 |        1 |
| 2595 |         468 |        2 |
| 2596 |         468 |        3 |
| 2597 |         468 |        4 |
| 2598 |         468 |        5 |
| 2599 |         469 |        1 |
| 2600 |         469 |        2 |
| 2601 |         469 |        3 |
| 2602 |         469 |        4 |
| 2603 |         469 |        5 |
| 2604 |         470 |        1 |
| 2605 |         470 |        2 |
| 2606 |         470 |        3 |
| 2607 |         470 |        4 |
| 2608 |         470 |        5 |
| 2609 |         471 |        1 |
| 2610 |         471 |        2 |
| 2611 |         471 |        3 |
| 2612 |         471 |        4 |
| 2613 |         471 |        5 |
| 2614 |         472 |        1 |
| 2615 |         472 |        2 |
| 2616 |         472 |        3 |
| 2617 |         472 |        4 |
| 2618 |         472 |        5 |
| 2619 |         473 |        1 |
| 2620 |         473 |        2 |
| 2621 |         473 |        3 |
| 2622 |         473 |        4 |
| 2623 |         473 |        5 |
| 2624 |         474 |        1 |
| 2625 |         474 |        2 |
| 2626 |         474 |        3 |
| 2627 |         474 |        4 |
| 2628 |         474 |        5 |
| 2629 |         475 |        1 |
| 2630 |         475 |        2 |
| 2631 |         475 |        3 |
| 2632 |         475 |        4 |
| 2633 |         475 |        5 |
| 2634 |         476 |        1 |
| 2635 |         476 |        2 |
| 2636 |         476 |        3 |
| 2637 |         476 |        4 |
| 2638 |         476 |        5 |
| 2639 |         477 |        2 |
| 2640 |         477 |        3 |
| 2641 |         478 |        1 |
| 2642 |         478 |        2 |
| 2643 |         479 |        1 |
| 2644 |         479 |        2 |
| 2645 |         479 |        3 |
| 2646 |         479 |        4 |
| 2647 |         479 |        5 |
| 2648 |         480 |        1 |
| 2649 |         480 |        2 |
| 2650 |         480 |        3 |
| 2651 |         480 |        4 |
| 2652 |         480 |        5 |
| 2653 |         481 |        1 |
| 2654 |         481 |        2 |
| 2655 |         481 |        3 |
| 2656 |         481 |        4 |
| 2657 |         481 |        5 |
| 2659 |         482 |        2 |
| 2660 |         482 |        3 |
| 2661 |         482 |        4 |
| 2662 |         482 |        5 |
| 2663 |         483 |        5 |
| 2664 |         484 |        5 |
| 2665 |         485 |        5 |
| 2666 |         486 |        5 |
| 2667 |         487 |        5 |
| 2668 |         488 |        5 |
| 2669 |         489 |        5 |
| 2670 |         490 |        5 |
| 2671 |         491 |        5 |
| 2672 |         492 |        5 |
| 2673 |         493 |        5 |
| 2674 |         494 |        5 |
| 2675 |         495 |        5 |
| 2677 |         497 |        1 |
| 2678 |         497 |        2 |
| 2679 |         497 |        3 |
| 2680 |         497 |        4 |
| 2681 |         497 |        5 |
| 2682 |         498 |        1 |
| 2683 |         498 |        2 |
| 2684 |         498 |        3 |
| 2685 |         498 |        4 |
| 2686 |         498 |        5 |
| 2687 |         499 |        4 |
| 2688 |         499 |        5 |
| 2689 |         500 |        5 |
| 2690 |         501 |        4 |
| 2691 |         501 |        5 |
| 2692 |         502 |        4 |
| 2693 |         502 |        5 |
| 2694 |         503 |        4 |
| 2695 |         503 |        5 |
| 2696 |         504 |        4 |
| 2697 |         504 |        5 |
| 2698 |         505 |        4 |
| 2699 |         505 |        5 |
| 2700 |         506 |        4 |
| 2701 |         506 |        5 |
| 3149 |         649 |        2 |
| 3148 |         649 |        1 |
| 2704 |         508 |        1 |
| 2705 |         508 |        2 |
| 2706 |         508 |        3 |
| 3150 |         649 |        3 |
| 2712 |         511 |        2 |
| 2713 |         511 |        3 |
| 2714 |         512 |        2 |
| 2715 |         512 |        3 |
| 2716 |         513 |        3 |
| 2720 |         515 |        2 |
| 2721 |         515 |        3 |
| 2722 |         516 |        2 |
| 2723 |         516 |        3 |
| 2724 |         517 |        2 |
| 2725 |         517 |        3 |
| 2726 |         518 |        2 |
| 2727 |         518 |        3 |
| 2728 |         519 |        2 |
| 2729 |         519 |        3 |
| 2730 |         519 |        4 |
| 2731 |         519 |        5 |
| 2732 |         520 |        2 |
| 2733 |         520 |        3 |
| 2734 |         520 |        4 |
| 2735 |         520 |        5 |
| 2736 |         521 |        2 |
| 2737 |         521 |        3 |
| 2738 |         521 |        4 |
| 2739 |         521 |        5 |
| 2740 |         522 |        2 |
| 2741 |         522 |        3 |
| 2742 |         522 |        4 |
| 2743 |         522 |        5 |
| 2744 |         523 |        1 |
| 2745 |         523 |        2 |
| 2746 |         523 |        3 |
| 2747 |         524 |        2 |
| 2748 |         524 |        3 |
| 2749 |         524 |        4 |
| 2750 |         525 |        2 |
| 2751 |         525 |        3 |
| 2752 |         525 |        4 |
| 2753 |         526 |        2 |
| 2754 |         526 |        3 |
| 2755 |         526 |        4 |
| 2756 |         132 |        1 |
| 2757 |         526 |        1 |
| 2758 |         526 |        5 |
| 2759 |         525 |        1 |
| 2760 |         525 |        5 |
| 2761 |         524 |        1 |
| 2762 |         524 |        5 |
| 2763 |         527 |        1 |
| 2764 |         527 |        2 |
| 2765 |         527 |        3 |
| 2766 |         528 |        1 |
| 2767 |         528 |        2 |
| 2768 |         528 |        3 |
| 2769 |         529 |        1 |
| 2770 |         529 |        2 |
| 2771 |         529 |        3 |
| 2772 |         530 |        1 |
| 2773 |         530 |        2 |
| 2774 |         530 |        3 |
| 2776 |         531 |        1 |
| 2777 |         531 |        2 |
| 2778 |         531 |        3 |
| 2779 |         532 |        2 |
| 2780 |         532 |        3 |
| 2781 |         532 |        4 |
| 2782 |         532 |        5 |
| 2783 |         533 |        3 |
| 2784 |         534 |        3 |
| 2785 |         535 |        3 |
| 2786 |         536 |        2 |
| 2787 |         536 |        3 |
| 2788 |         536 |        4 |
| 2789 |         536 |        5 |
| 2790 |         537 |        1 |
| 2791 |         537 |        2 |
| 2792 |         537 |        3 |
| 2793 |         538 |        1 |
| 2794 |         538 |        2 |
| 2795 |         538 |        3 |
| 2796 |         539 |        3 |
| 2797 |         540 |        3 |
| 2798 |         541 |        3 |
| 2799 |         542 |        2 |
| 2800 |         542 |        3 |
| 2801 |         542 |        4 |
| 2802 |         542 |        5 |
| 2803 |         543 |        2 |
| 2804 |         543 |        3 |
| 2805 |         543 |        4 |
| 2806 |         543 |        5 |
| 2807 |         544 |        2 |
| 2808 |         544 |        3 |
| 2809 |         544 |        4 |
| 2810 |         544 |        5 |
| 2811 |         545 |        2 |
| 2812 |         545 |        3 |
| 2813 |         545 |        4 |
| 2814 |         545 |        5 |
| 2815 |         546 |        2 |
| 2816 |         546 |        3 |
| 2817 |         546 |        4 |
| 2818 |         546 |        5 |
| 2819 |         547 |        2 |
| 2820 |         547 |        3 |
| 2821 |         547 |        4 |
| 2822 |         547 |        5 |
| 2823 |         548 |        2 |
| 2824 |         548 |        3 |
| 2825 |         548 |        4 |
| 2826 |         548 |        5 |
| 2827 |         549 |        2 |
| 2828 |         549 |        3 |
| 2829 |         549 |        4 |
| 2830 |         549 |        5 |
| 2831 |         550 |        2 |
| 2832 |         550 |        3 |
| 2833 |         550 |        4 |
| 2834 |         550 |        5 |
| 2835 |         551 |        2 |
| 2836 |         551 |        3 |
| 2837 |         551 |        4 |
| 2838 |         551 |        5 |
| 2839 |         552 |        2 |
| 2840 |         552 |        3 |
| 2841 |         552 |        4 |
| 2842 |         552 |        5 |
| 2843 |         553 |        2 |
| 2844 |         553 |        3 |
| 2845 |         553 |        4 |
| 2846 |         553 |        5 |
| 2847 |         554 |        2 |
| 2848 |         554 |        3 |
| 2849 |         554 |        4 |
| 2850 |         554 |        5 |
| 2851 |         555 |        2 |
| 2852 |         555 |        3 |
| 2853 |         555 |        4 |
| 2854 |         555 |        5 |
| 2860 |         557 |        1 |
| 2861 |         557 |        2 |
| 2862 |         557 |        3 |
| 2863 |         557 |        4 |
| 2864 |         557 |        5 |
| 2865 |         558 |        2 |
| 2866 |         558 |        3 |
| 2867 |         558 |        4 |
| 2868 |         558 |        5 |
| 2869 |         559 |        1 |
| 2870 |         559 |        2 |
| 2871 |         559 |        3 |
| 2872 |         559 |        4 |
| 2873 |         559 |        5 |
| 2874 |         560 |        1 |
| 2875 |         560 |        2 |
| 2876 |         560 |        3 |
| 2877 |         560 |        4 |
| 2878 |         560 |        5 |
| 2879 |         561 |        1 |
| 2880 |         561 |        2 |
| 2881 |         561 |        3 |
| 2882 |         561 |        4 |
| 2883 |         561 |        5 |
| 2887 |         563 |        1 |
| 2888 |         563 |        2 |
| 2889 |         563 |        3 |
| 2890 |         564 |        1 |
| 2891 |         564 |        2 |
| 2892 |         564 |        3 |
| 2893 |         565 |        1 |
| 2894 |         565 |        2 |
| 2899 |         567 |        2 |
| 2900 |         567 |        3 |
| 2901 |         567 |        4 |
| 2902 |         567 |        5 |
| 2903 |         568 |        2 |
| 2904 |         568 |        3 |
| 2905 |         568 |        4 |
| 2906 |         568 |        5 |
| 2907 |         569 |        2 |
| 2908 |         569 |        3 |
| 2909 |         570 |        1 |
| 2910 |         570 |        2 |
| 2911 |         570 |        3 |
| 2912 |         570 |        4 |
| 2913 |         570 |        5 |
| 2929 |         574 |        2 |
| 2930 |         574 |        3 |
| 2931 |         574 |        4 |
| 2932 |         574 |        5 |
| 2933 |         575 |        1 |
| 2934 |         575 |        2 |
| 2935 |         575 |        3 |
| 2936 |         575 |        4 |
| 2937 |         575 |        5 |
| 2938 |         576 |        1 |
| 2939 |         576 |        2 |
| 2940 |         576 |        3 |
| 2941 |         576 |        4 |
| 2942 |         576 |        5 |
| 2973 |         584 |        1 |
| 2974 |         584 |        4 |
| 2975 |         585 |        1 |
| 2976 |         585 |        2 |
| 2977 |         585 |        3 |
| 2978 |         586 |        1 |
| 2979 |         586 |        2 |
| 2980 |         586 |        3 |
| 2981 |         586 |        4 |
| 2982 |         586 |        5 |
| 2983 |         587 |        2 |
| 2984 |         587 |        3 |
| 2985 |         587 |        4 |
| 2986 |         587 |        5 |
| 2987 |         588 |        2 |
| 2988 |         588 |        4 |
| 2989 |         588 |        5 |
| 2990 |         589 |        5 |
| 2991 |         590 |        4 |
| 2992 |         590 |        5 |
| 2993 |         591 |        5 |
| 2994 |         592 |        4 |
| 2995 |         592 |        5 |
| 2996 |         139 |        4 |
| 2997 |         139 |        5 |
| 2999 |         593 |        3 |
| 3000 |         593 |        4 |
| 3001 |         593 |        5 |
| 3002 |         594 |        2 |
| 3003 |         594 |        3 |
| 3004 |         594 |        4 |
| 3005 |         594 |        5 |
| 3006 |         595 |        1 |
| 3007 |         595 |        2 |
| 3008 |         595 |        3 |
| 3009 |         595 |        4 |
| 3010 |         595 |        5 |
| 3011 |         596 |        4 |
| 3012 |         596 |        5 |
| 3013 |         597 |        4 |
| 3014 |         597 |        5 |
| 3015 |         598 |        2 |
| 3016 |         598 |        3 |
| 3017 |         598 |        4 |
| 3018 |         598 |        5 |
| 3019 |         599 |        2 |
| 3020 |         599 |        3 |
| 3021 |         599 |        4 |
| 3022 |         599 |        5 |
| 3023 |         600 |        2 |
| 3024 |         600 |        3 |
| 3025 |         600 |        4 |
| 3026 |         600 |        5 |
| 3027 |         601 |        2 |
| 3028 |         601 |        3 |
| 3029 |         601 |        4 |
| 3030 |         601 |        5 |
| 3031 |         602 |        2 |
| 3032 |         602 |        3 |
| 3033 |         602 |        4 |
| 3034 |         602 |        5 |
| 3035 |         603 |        2 |
| 3036 |         603 |        3 |
| 3037 |         603 |        4 |
| 3038 |         603 |        5 |
| 3039 |         604 |        2 |
| 3040 |         604 |        3 |
| 3041 |         604 |        4 |
| 3042 |         604 |        5 |
| 3043 |         605 |        2 |
| 3044 |         605 |        3 |
| 3045 |         605 |        4 |
| 3046 |         605 |        5 |
| 3047 |         606 |        2 |
| 3048 |         606 |        3 |
| 3049 |         606 |        4 |
| 3050 |         606 |        5 |
| 3051 |         607 |        5 |
| 3052 |         608 |        5 |
| 3053 |         609 |        5 |
| 3054 |         610 |        5 |
| 3056 |         612 |        5 |
| 3057 |         613 |        4 |
| 3058 |         613 |        5 |
| 3061 |         614 |        3 |
| 3062 |         614 |        4 |
| 3063 |         614 |        5 |
| 3064 |         615 |        1 |
| 3065 |         615 |        2 |
| 3066 |         615 |        3 |
| 3067 |         615 |        4 |
| 3068 |         615 |        5 |
| 3069 |         616 |        4 |
| 3070 |         616 |        5 |
| 3071 |         617 |        2 |
| 3072 |         617 |        3 |
| 3073 |         617 |        4 |
| 3074 |         617 |        5 |
| 3075 |         618 |        1 |
| 3076 |         618 |        2 |
| 3077 |         618 |        3 |
| 3078 |         618 |        4 |
| 3079 |         618 |        5 |
| 3080 |         619 |        2 |
| 3081 |         619 |        3 |
| 3082 |         619 |        4 |
| 3083 |         619 |        5 |
| 3084 |         620 |        2 |
| 3085 |         620 |        3 |
| 3086 |         620 |        4 |
| 3087 |         620 |        5 |
| 3088 |         621 |        5 |
| 3089 |         622 |        4 |
| 3090 |         622 |        5 |
| 3091 |         623 |        4 |
| 3092 |         623 |        5 |
| 3093 |         624 |        4 |
| 3094 |         624 |        5 |
| 3095 |         625 |        4 |
| 3096 |         625 |        5 |
| 3097 |         626 |        4 |
| 3098 |         626 |        5 |
| 3099 |         627 |        1 |
| 3100 |         627 |        2 |
| 3101 |         627 |        3 |
| 3102 |         628 |        4 |
| 3103 |         628 |        5 |
| 3104 |         629 |        2 |
| 3105 |         629 |        3 |
| 3106 |         629 |        4 |
| 3107 |         629 |        5 |
| 3108 |         630 |        1 |
| 3109 |         630 |        2 |
| 3110 |         630 |        3 |
| 3111 |         630 |        4 |
| 3112 |         630 |        5 |
| 3113 |         631 |        1 |
| 3114 |         631 |        2 |
| 3115 |         631 |        3 |
| 3116 |         631 |        4 |
| 3117 |         631 |        5 |
| 3120 |         632 |        4 |
| 3121 |         632 |        5 |
| 3122 |         633 |        4 |
| 3123 |         633 |        5 |
| 3124 |         634 |        2 |
| 3125 |         634 |        3 |
| 3126 |         634 |        4 |
| 3127 |         634 |        5 |
| 3137 |         641 |        5 |
| 3138 |         642 |        5 |
| 3139 |         643 |        5 |
| 3140 |         644 |        5 |
| 3141 |         645 |        5 |
| 3142 |         646 |        5 |
| 3154 |         651 |        1 |
| 3155 |         651 |        2 |
| 3156 |         651 |        3 |
| 3157 |         651 |        4 |
| 3158 |         651 |        5 |
| 3159 |         652 |        3 |
| 3160 |         653 |        2 |
| 3161 |         653 |        3 |
| 3162 |         653 |        4 |
| 3163 |         653 |        5 |
| 3164 |         654 |        1 |
| 3165 |         654 |        2 |
| 3166 |         654 |        3 |
| 3167 |         654 |        4 |
| 3168 |         654 |        5 |
| 3169 |         655 |        3 |
| 3170 |         656 |        2 |
| 3171 |         656 |        3 |
| 3172 |         657 |        2 |
| 3173 |         657 |        3 |
| 3174 |         658 |        2 |
| 3175 |         658 |        3 |
| 3176 |         659 |        2 |
| 3177 |         659 |        3 |
| 3178 |         660 |        2 |
| 3179 |         660 |        3 |
| 3180 |         661 |        2 |
| 3181 |         661 |        3 |
| 3182 |         662 |        2 |
| 3183 |         662 |        3 |
| 3184 |         663 |        2 |
| 3185 |         663 |        3 |
| 3186 |         664 |        2 |
| 3187 |         664 |        3 |
| 3188 |         664 |        4 |
| 3189 |         664 |        5 |
| 3190 |         665 |        2 |
| 3191 |         665 |        3 |
| 3192 |         665 |        4 |
| 3193 |         665 |        5 |
| 3194 |         666 |        2 |
| 3195 |         666 |        3 |
| 3196 |         667 |        2 |
| 3197 |         667 |        3 |
| 3198 |         668 |        2 |
| 3199 |         668 |        3 |
| 3200 |         669 |        2 |
| 3201 |         669 |        3 |
| 3202 |         670 |        2 |
| 3203 |         670 |        3 |
| 3204 |         671 |        2 |
| 3205 |         671 |        3 |
| 3211 |         674 |        2 |
| 3210 |         674 |        1 |
| 3208 |         673 |        2 |
| 3209 |         673 |        3 |
| 3212 |         675 |        1 |
| 3213 |         675 |        2 |
| 3214 |         676 |        2 |
| 3215 |         676 |        3 |
| 3216 |         677 |        1 |
| 3217 |         677 |        2 |
| 3218 |         678 |        1 |
| 3219 |         678 |        2 |
| 3220 |         678 |        3 |
| 3221 |         678 |        4 |
| 3222 |         678 |        5 |
| 3223 |         679 |        1 |
| 3224 |         679 |        2 |
| 3225 |         679 |        3 |
| 3226 |         679 |        4 |
| 3227 |         679 |        5 |
| 3233 |         681 |        1 |
| 3234 |         682 |        3 |
| 3235 |         683 |        1 |
| 3236 |         683 |        2 |
| 3237 |         683 |        3 |
| 3238 |         684 |        1 |
| 3239 |         684 |        2 |
| 3240 |         684 |        3 |
| 3241 |         684 |        4 |
| 3242 |         684 |        5 |
| 3243 |         685 |        1 |
| 3244 |         685 |        2 |
| 3245 |         685 |        3 |
| 3246 |         685 |        4 |
| 3247 |         685 |        5 |
| 3248 |         686 |        2 |
| 3249 |         686 |        3 |
| 3250 |         686 |        4 |
| 3251 |         686 |        5 |
| 3252 |         687 |        1 |
| 3253 |         687 |        2 |
| 3254 |         687 |        3 |
| 3255 |         687 |        4 |
| 3256 |         687 |        5 |
| 3257 |         688 |        2 |
| 3258 |         688 |        3 |
| 3259 |         688 |        4 |
| 3260 |         688 |        5 |
| 3261 |         689 |        2 |
| 3262 |         689 |        3 |
| 3263 |         690 |        1 |
| 3264 |         690 |        2 |
| 3265 |         691 |        1 |
| 3266 |         691 |        2 |
| 3267 |         691 |        3 |
| 3268 |         691 |        4 |
| 3269 |         691 |        5 |
| 3270 |         692 |        1 |
| 3271 |         692 |        2 |
| 3272 |         692 |        3 |
| 3273 |         692 |        4 |
| 3274 |         692 |        5 |
| 3275 |         693 |        2 |
| 3276 |         693 |        3 |
| 3277 |         693 |        4 |
| 3278 |         693 |        5 |
| 3279 |         694 |        1 |
| 3280 |         694 |        2 |
| 3281 |         695 |        1 |
| 3282 |         695 |        2 |
| 3283 |         696 |        1 |
| 3284 |         696 |        2 |
| 3285 |         696 |        3 |
| 3286 |         696 |        4 |
| 3287 |         696 |        5 |
| 3288 |         697 |        2 |
| 3289 |         697 |        3 |
| 3290 |         698 |        1 |
| 3291 |         698 |        2 |
| 3292 |         698 |        3 |
| 3293 |         699 |        1 |
| 3294 |         699 |        2 |
| 3295 |         699 |        3 |
| 3296 |         700 |        1 |
| 3297 |         700 |        2 |
| 3298 |         700 |        3 |
| 3299 |         700 |        4 |
